epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
39,125.837,1.5486,1.57956,1.62045,0.67302,0.45611,0.55484,0.30819,1.96517,1.86239,2.66257,0.00077975,0.00077975,0.00077975
40,128.771,1.66314,1.69858,1.72197,0.67302,0.45611,0.55484,0.30819,1.96517,1.86239,2.66257,0.000767375,0.000767375,0.000767375
41,131.662,1.69848,1.3561,1.62499,0.81204,0.58464,0.65395,0.38489,1.67553,1.52465,1.95364,0.000755,0.000755,0.000755
42,134.609,1.39128,1.25711,1.49212,0.81204,0.58464,0.65395,0.38489,1.67553,1.52465,1.95364,0.000742625,0.000742625,0.000742625
43,137.497,1.53265,1.36577,1.57727,0.81204,0.58464,0.65395,0.38489,1.67553,1.52465,1.95364,0.00073025,0.00073025,0.00073025
44,140.372,1.46002,1.48338,1.53202,0.81822,0.71599,0.83054,0.45631,1.57428,2.01767,1.88257,0.000717875,0.000717875,0.000717875
45,143.326,1.54262,1.44653,1.52121,0.81822,0.71599,0.83054,0.45631,1.57428,2.01767,1.88257,0.0007055,0.0007055,0.0007055
46,146.188,1.60139,1.4137,1.69802,0.81822,0.71599,0.83054,0.45631,1.57428,2.01767,1.88257,0.000693125,0.000693125,0.000693125
47,149.074,1.38751,1.27344,1.55411,0.77329,0.75198,0.7865,0.40337,1.79589,2.06429,1.99655,0.00068075,0.00068075,0.00068075
48,151.897,1.71114,1.45963,1.70815,0.77329,0.75198,0.7865,0.40337,1.79589,2.06429,1.99655,0.000668375,0.000668375,0.000668375
49,154.764,1.54515,1.45303,1.67073,0.81848,0.90285,0.94879,0.57987,1.34598,1.14205,1.52749,0.000656,0.000656,0.000656
50,157.768,1.40122,1.25817,1.45911,0.81848,0.90285,0.94879,0.57987,1.34598,1.14205,1.52749,0.000643625,0.000643625,0.000643625
51,160.867,1.35043,1.23928,1.46493,0.81848,0.90285,0.94879,0.57987,1.34598,1.14205,1.52749,0.00063125,0.00063125,0.00063125
52,163.834,1.44057,1.19909,1.49962,0.74279,0.96875,0.93593,0.55261,1.37706,1.29413,1.58134,0.000618875,0.000618875,0.000618875
53,166.774,1.38225,1.03574,1.50723,0.74279,0.96875,0.93593,0.55261,1.37706,1.29413,1.58134,0.0006065,0.0006065,0.0006065
54,169.69,1.35296,1.29735,1.5517,0.74279,0.96875,0.93593,0.55261,1.37706,1.29413,1.58134,0.000594125,0.000594125,0.000594125
55,172.577,1.4841,1.03791,1.54658,0.86164,0.94245,0.93173,0.54653,1.29209,1.01354,1.45707,0.00058175,0.00058175,0.00058175
56,175.496,1.43965,1.0565,1.53628,0.86164,0.94245,0.93173,0.54653,1.29209,1.01354,1.45707,0.000569375,0.000569375,0.000569375
57,178.417,1.60653,1.06606,1.70524,0.92877,0.96835,0.98244,0.5131,1.59418,1.02283,1.74827,0.000557,0.000557,0.000557
58,181.345,1.37193,1.01259,1.48174,0.92877,0.96835,0.98244,0.5131,1.59418,1.02283,1.74827,0.000544625,0.000544625,0.000544625
59,184.25,1.22636,0.99878,1.4174,0.92877,0.96835,0.98244,0.5131,1.59418,1.02283,1.74827,0.00053225,0.00053225,0.00053225
60,187.204,1.33005,1.0079,1.40598,0.9129,0.9853,0.995,0.60697,1.3672,1.02453,1.48792,0.000519875,0.000519875,0.000519875
61,190.247,1.38806,1.13335,1.44877,0.9129,0.9853,0.995,0.60697,1.3672,1.02453,1.48792,0.0005075,0.0005075,0.0005075
62,193.212,1.37871,1.10854,1.42429,0.9129,0.9853,0.995,0.60697,1.3672,1.02453,1.48792,0.000495125,0.000495125,0.000495125
63,196.167,1.36951,1.19915,1.55277,0.91655,0.96429,0.99063,0.70313,1.07795,0.81706,1.25762,0.00048275,0.00048275,0.00048275
64,199.192,1.41757,1.04211,1.50105,0.91655,0.96429,0.99063,0.70313,1.07795,0.81706,1.25762,0.000470375,0.000470375,0.000470375
65,202.176,1.31966,0.99445,1.41553,0.90078,0.99244,0.98625,0.70034,1.03921,0.78413,1.24596,0.000458,0.000458,0.000458
66,205.167,1.23374,1.03783,1.36245,0.90078,0.99244,0.98625,0.70034,1.03921,0.78413,1.24596,0.000445625,0.000445625,0.000445625
67,208.075,1.32189,1.05133,1.39445,0.90078,0.99244,0.98625,0.70034,1.03921,0.78413,1.24596,0.00043325,0.00043325,0.00043325
68,211.041,1.14498,0.92475,1.37029,0.95986,0.94073,0.995,0.74062,1.02829,0.72103,1.25306,0.000420875,0.000420875,0.000420875
69,214.106,1.22829,1.03682,1.42224,0.95986,0.94073,0.995,0.74062,1.02829,0.72103,1.25306,0.0004085,0.0004085,0.0004085
70,217.076,1.31177,0.91065,1.44003,0.95986,0.94073,0.995,0.74062,1.02829,0.72103,1.25306,0.000396125,0.000396125,0.000396125
71,220.082,1.32582,0.90839,1.49513,0.88282,0.94119,0.96752,0.7106,1.05294,0.76403,1.26365,0.00038375,0.00038375,0.00038375
72,222.988,1.30923,0.95197,1.43061,0.88282,0.94119,0.96752,0.7106,1.05294,0.76403,1.26365,0.000371375,0.000371375,0.000371375
73,226.043,1.20289,0.89204,1.38559,0.97011,0.94324,0.995,0.73985,0.99128,0.69372,1.21663,0.000359,0.000359,0.000359
74,229.106,1.25218,0.98705,1.41921,0.97011,0.94324,0.995,0.73985,0.99128,0.69372,1.21663,0.000346625,0.000346625,0.000346625
75,232.102,1.19172,0.8761,1.3338,0.97011,0.94324,0.995,0.73985,0.99128,0.69372,1.21663,0.00033425,0.00033425,0.00033425
76,235.094,1.24377,0.92005,1.41865,0.97641,1,0.995,0.73667,0.98851,0.63253,1.20038,0.000321875,0.000321875,0.000321875
77,238.239,1.05171,0.84527,1.30526,0.97641,1,0.995,0.73667,0.98851,0.63253,1.20038,0.0003095,0.0003095,0.0003095
78,241.166,1.19681,0.93588,1.40963,0.97641,1,0.995,0.73667,0.98851,0.63253,1.20038,0.000297125,0.000297125,0.000297125
79,244.146,1.03738,0.75452,1.19365,0.98152,1,0.995,0.7666,0.94965,0.59052,1.18376,0.00028475,0.00028475,0.00028475
80,247.084,1.2305,1.06425,1.44212,0.98152,1,0.995,0.7666,0.94965,0.59052,1.18376,0.000272375,0.000272375,0.000272375
81,250.096,1.12962,0.95668,1.29544,0.95688,1,0.995,0.76387,0.96925,0.60051,1.20237,0.00026,0.00026,0.00026
82,253.036,1.15286,0.93714,1.31185,0.95688,1,0.995,0.76387,0.96925,0.60051,1.20237,0.000247625,0.000247625,0.000247625
83,255.922,1.25798,1.03935,1.48997,0.95688,1,0.995,0.76387,0.96925,0.60051,1.20237,0.00023525,0.00023525,0.00023525
84,259.028,1.09183,0.82448,1.25963,0.95923,0.99926,0.995,0.7654,0.91806,0.61741,1.17436,0.000222875,0.000222875,0.000222875
85,261.98,0.99709,0.89139,1.30844,0.95923,0.99926,0.995,0.7654,0.91806,0.61741,1.17436,0.0002105,0.0002105,0.0002105
86,265.118,1.10035,0.77727,1.29122,0.95923,0.99926,0.995,0.7654,0.91806,0.61741,1.17436,0.000198125,0.000198125,0.000198125
87,268.075,1.02295,0.76827,1.22325,0.96653,0.99402,0.995,0.76503,0.86601,0.57613,1.14521,0.00018575,0.00018575,0.00018575
88,271.083,1.07875,0.84814,1.265,0.96653,0.99402,0.995,0.76503,0.86601,0.57613,1.14521,0.000173375,0.000173375,0.000173375
89,274.076,1.18473,0.8479,1.41343,0.98076,1,0.995,0.76891,0.84995,0.54319,1.12759,0.000161,0.000161,0.000161
90,277.146,1.0127,0.78901,1.2642,0.98076,1,0.995,0.76891,0.84995,0.54319,1.12759,0.000148625,0.000148625,0.000148625
91,280.079,1.03779,0.8269,1.34697,0.98076,1,0.995,0.76891,0.84995,0.54319,1.12759,0.00013625,0.00013625,0.00013625
92,282.993,1.06226,0.88307,1.4017,0.98791,1,0.995,0.76394,0.82698,0.5298,1.10278,0.000123875,0.000123875,0.000123875
93,285.871,1.07453,0.90363,1.27668,0.98791,1,0.995,0.76394,0.82698,0.5298,1.10278,0.0001115,0.0001115,0.0001115
94,288.722,0.98068,0.73873,1.32717,0.98791,1,0.995,0.76394,0.82698,0.5298,1.10278,9.9125e-05,9.9125e-05,9.9125e-05
95,291.591,0.94122,0.67439,1.26045,0.98579,0.99746,0.995,0.78595,0.82069,0.52039,1.0933,8.675e-05,8.675e-05,8.675e-05
96,294.567,0.86983,0.69948,1.17793,0.98579,0.99746,0.995,0.78595,0.82069,0.52039,1.0933,7.4375e-05,7.4375e-05,7.4375e-05
97,297.549,0.95659,0.73561,1.30303,0.98395,0.99422,0.995,0.78596,0.80474,0.51543,1.08452,6.2e-05,6.2e-05,6.2e-05
98,300.58,1.12548,0.8321,1.39816,0.98395,0.99422,0.995,0.78596,0.80474,0.51543,1.08452,4.9625e-05,4.9625e-05,4.9625e-05
99,303.464,0.94575,0.76766,1.26951,0.98395,0.99422,0.995,0.78596,0.80474,0.51543,1.08452,3.725e-05,3.725e-05,3.725e-05
100,306.528,0.91054,0.65764,1.18429,0.98459,0.99462,0.995,0.79279,0.78764,0.50818,1.08077,2.4875e-05,2.4875e-05,2.4875e-05
