epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
18,108,1.46588,2.19117,1.91066,0.06585,0.41582,0.11219,0.04431,1.96779,6.77031,2.77492,0.000986346,0.000986346,0.000986346
19,113.098,1.41227,2.1307,1.84827,0.1041,0.30096,0.09252,0.03052,2.37204,5.14844,3.12379,0.000979013,0.000979013,0.000979013
20,118.201,1.43339,2.0627,1.88225,0.09223,0.28278,0.09,0.02996,2.34101,4.05996,3.03697,0.000971681,0.000971681,0.000971681
21,123.417,1.45435,2.06275,1.83394,0.19545,0.29186,0.1821,0.08999,1.71455,3.38669,2.35395,0.000964348,0.000964348,0.000964348
22,128.579,1.55454,2.20511,1.97696,0.2369,0.37696,0.26545,0.12025,1.59444,2.83022,2.36093,0.000957015,0.000957015,0.000957015
23,133.806,1.49501,1.99899,1.89064,0.22902,0.3176,0.17067,0.06756,2.55617,2.76438,3.0155,0.000949683,0.000949683,0.000949683
24,139.015,1.50679,2.06191,1.89228,0.22434,0.38985,0.28172,0.11987,1.89199,2.40027,2.51287,0.00094235,0.00094235,0.00094235
25,144.004,1.50197,2.04944,1.88464,0.28672,0.45494,0.31681,0.13389,1.64103,2.20415,2.34775,0.000935018,0.000935018,0.000935018
26,149.238,1.4512,2.04577,1.87171,0.22125,0.43603,0.2827,0.12314,1.59369,2.86688,2.21211,0.000927685,0.000927685,0.000927685
27,154.595,1.47719,1.99245,1.86798,0.18554,0.39773,0.22372,0.09471,1.81109,2.81747,2.41035,0.000920352,0.000920352,0.000920352
28,159.795,1.4547,1.99824,1.90732,0.324,0.42897,0.27603,0.11698,1.91438,2.21272,2.56339,0.00091302,0.00091302,0.00091302
29,164.964,1.34524,1.94181,1.79182,0.22922,0.44356,0.23894,0.10665,2.01572,2.30837,2.63439,0.000905687,0.000905687,0.000905687
30,170.04,1.52968,2.07093,1.94509,0.21537,0.49145,0.30715,0.13133,1.90486,2.2544,2.47494,0.000898355,0.000898355,0.000898355
31,175.295,1.49759,2.01525,1.94062,0.41702,0.5567,0.34724,0.1731,1.6719,2.16543,2.22691,0.000891022,0.000891022,0.000891022
32,180.657,1.44669,2.07157,1.91534,0.28584,0.43622,0.39696,0.19968,1.56706,2.00149,2.18811,0.000883689,0.000883689,0.000883689
33,186.017,1.39369,1.94229,1.82269,0.26399,0.46902,0.34966,0.13141,1.75803,2.34907,2.3968,0.000876357,0.000876357,0.000876357
34,191.253,1.37713,1.95144,1.81554,0.30998,0.41999,0.27178,0.07681,2.20518,2.67672,2.80992,0.000869024,0.000869024,0.000869024
35,196.596,1.38752,1.95906,1.79116,0.23835,0.30186,0.24695,0.10289,1.82364,2.72069,2.49483,0.000861692,0.000861692,0.000861692
36,201.782,1.40497,1.90452,1.85668,0.19253,0.20381,0.14391,0.05738,2.06532,3.18397,2.57739,0.000854359,0.000854359,0.000854359
37,206.985,1.41445,2.01204,1.84722,0.18463,0.36363,0.15602,0.0592,1.9438,3.6742,2.348,0.000847026,0.000847026,0.000847026
38,212.137,1.44667,1.97345,1.83737,0.25529,0.51134,0.299,0.12966,1.57933,2.93581,2.11689,0.000839694,0.000839694,0.000839694
39,217.15,1.33994,1.92987,1.76027,0.36497,0.45228,0.33758,0.16878,1.38632,2.54293,1.99721,0.000832361,0.000832361,0.000832361
40,222.249,1.33448,1.84901,1.75174,0.41332,0.53199,0.42466,0.23024,1.42478,2.01206,2.07377,0.000825029,0.000825029,0.000825029
41,227.579,1.28845,1.82946,1.71874,0.51489,0.44666,0.49076,0.23223,1.6114,1.9653,2.15995,0.000817696,0.000817696,0.000817696
42,232.84,1.29696,1.75968,1.79882,0.51029,0.52676,0.54586,0.29161,1.45669,1.80547,2.05378,0.000810363,0.000810363,0.000810363
43,238.023,1.29389,1.67514,1.75612,0.52281,0.51699,0.53313,0.31116,1.37188,1.7246,2.03113,0.000803031,0.000803031,0.000803031
44,243.242,1.39519,1.88001,1.85677,0.51084,0.56084,0.54402,0.34386,1.27844,1.66063,1.92966,0.000795698,0.000795698,0.000795698
45,248.669,1.35848,1.7704,1.81762,0.43601,0.46068,0.43868,0.20807,1.57197,2.0727,2.33627,0.000788366,0.000788366,0.000788366
46,253.911,1.36306,1.79454,1.76901,0.57307,0.38471,0.43713,0.21482,1.5228,2.06536,2.25222,0.000781033,0.000781033,0.000781033
47,259.031,1.43892,1.94296,1.8883,0.45982,0.55031,0.48461,0.25842,1.50646,1.7431,2.23826,0.0007737,0.0007737,0.0007737
48,264.011,1.32474,1.85816,1.74716,0.33495,0.53485,0.41003,0.20326,1.62998,1.97604,2.37174,0.000766368,0.000766368,0.000766368
49,269.098,1.24492,1.68925,1.72272,0.76161,0.4708,0.6068,0.32858,1.48115,1.54085,2.16462,0.000759035,0.000759035,0.000759035
50,274.205,1.2139,1.67585,1.69197,0.55309,0.5681,0.62081,0.33627,1.49971,1.53375,2.17465,0.000751703,0.000751703,0.000751703
51,279.295,1.2731,1.78295,1.70669,0.53864,0.64796,0.62016,0.35648,1.40885,1.42784,2.09558,0.00074437,0.00074437,0.00074437
52,284.451,1.21404,1.78799,1.68962,0.63045,0.56894,0.60129,0.33142,1.42525,1.44568,2.17983,0.000737037,0.000737037,0.000737037
53,289.597,1.3267,1.71288,1.74297,0.33134,0.53529,0.47566,0.24085,1.61343,1.75755,2.40421,0.000729705,0.000729705,0.000729705
54,294.819,1.42858,1.78469,1.84075,0.49581,0.49229,0.50685,0.25667,1.59874,1.70358,2.30129,0.000722372,0.000722372,0.000722372
55,300.221,1.34624,1.78202,1.73149,0.55467,0.7867,0.77025,0.42288,1.41354,1.31891,2.08394,0.00071504,0.00071504,0.00071504
56,305.606,1.30903,1.66206,1.72922,0.53078,0.8386,0.74613,0.41642,1.3879,1.38022,2.07854,0.000707707,0.000707707,0.000707707
57,310.787,1.34856,1.74566,1.79943,0.51486,0.80429,0.74914,0.47217,1.2173,1.25513,1.87136,0.000700374,0.000700374,0.000700374
58,316.18,1.32609,1.72054,1.75892,0.56003,0.73257,0.70489,0.42951,1.25468,1.31869,1.87671,0.000693042,0.000693042,0.000693042
59,321.451,1.32264,1.76245,1.75885,0.65052,0.69663,0.75112,0.44761,1.32827,1.25648,1.94453,0.000685709,0.000685709,0.000685709
60,326.459,1.181,1.61088,1.64884,0.63738,0.70473,0.75026,0.46957,1.25259,1.22601,1.86117,0.000678377,0.000678377,0.000678377
61,331.725,1.14961,1.62992,1.62919,0.66468,0.59609,0.7039,0.40919,1.39744,1.31524,2.04365,0.000671044,0.000671044,0.000671044
62,336.852,1.19653,1.5955,1.64121,0.45759,0.66707,0.63913,0.3858,1.3184,1.4343,1.97602,0.000663711,0.000663711,0.000663711
63,342.023,1.21978,1.65365,1.66197,0.51266,0.68977,0.60321,0.38224,1.23577,1.48611,1.88081,0.000656379,0.000656379,0.000656379
64,347.118,1.25634,1.66593,1.66397,0.6296,0.64499,0.63492,0.3746,1.38775,1.48042,2.02853,0.000649046,0.000649046,0.000649046
65,352.258,1.35523,1.75286,1.7844,0.55725,0.68403,0.66793,0.39452,1.46495,1.35932,2.12953,0.000641714,0.000641714,0.000641714
66,357.226,1.24035,1.64888,1.69999,0.6847,0.76282,0.75659,0.47673,1.35543,1.1572,2.00639,0.000634381,0.000634381,0.000634381
67,362.68,1.18778,1.55951,1.66065,0.68085,0.78238,0.82927,0.5173,1.30536,1.02477,1.97818,0.000627048,0.000627048,0.000627048
68,367.998,1.27167,1.65048,1.68623,0.8229,0.61368,0.80413,0.50612,1.23974,1.09742,1.93633,0.000619716,0.000619716,0.000619716
69,373.288,1.16797,1.54029,1.62729,0.77888,0.64976,0.80391,0.46768,1.29518,1.167,2.02534,0.000612383,0.000612383,0.000612383
70,378.414,1.17863,1.56027,1.63949,0.71164,0.65913,0.79394,0.47913,1.26325,1.15833,1.96329,0.000605051,0.000605051,0.000605051
71,383.473,1.25892,1.56256,1.67743,0.58363,0.74139,0.7203,0.46388,1.18328,1.23431,1.84813,0.000597718,0.000597718,0.000597718
72,388.639,1.29374,1.64286,1.73934,0.63026,0.78714,0.76443,0.49527,1.14267,1.13825,1.79114,0.000590385,0.000590385,0.000590385
73,393.719,1.1863,1.54824,1.60157,0.79579,0.69953,0.79003,0.46647,1.42837,1.17187,2.06239,0.000583053,0.000583053,0.000583053
74,398.764,1.21616,1.51679,1.64733,0.64259,0.76037,0.76656,0.46959,1.37698,1.20076,2.02924,0.00057572,0.00057572,0.00057572
75,404.091,1.24381,1.54848,1.68364,0.56342,0.74324,0.73651,0.44969,1.31155,1.29248,1.98639,0.000568388,0.000568388,0.000568388
76,409.083,1.11229,1.50124,1.5729,0.72302,0.73014,0.80137,0.48835,1.35399,1.17224,2.03202,0.000561055,0.000561055,0.000561055
77,414.187,1.23529,1.55557,1.65873,0.66672,0.76921,0.80414,0.52082,1.21544,1.07456,1.89338,0.000553722,0.000553722,0.000553722
78,419.248,1.20806,1.49366,1.66115,0.65673,0.80045,0.8347,0.55741,1.18867,1.019,1.84844,0.00054639,0.00054639,0.00054639
79,424.675,1.22165,1.48634,1.64791,0.8445,0.66482,0.81123,0.51031,1.31137,1.15274,1.88928,0.000539057,0.000539057,0.000539057
80,430.053,1.19848,1.44115,1.63182,0.82185,0.69693,0.83036,0.51988,1.28972,1.13646,1.86644,0.000531725,0.000531725,0.000531725
81,435.159,1.25809,1.51898,1.6845,0.81782,0.74271,0.87341,0.61275,1.07201,0.96786,1.68287,0.000524392,0.000524392,0.000524392
82,440.27,1.10732,1.43479,1.59196,0.74078,0.7772,0.8479,0.60133,1.06126,0.94348,1.68277,0.000517059,0.000517059,0.000517059
83,445.495,1.08013,1.37979,1.59291,0.74378,0.67385,0.77004,0.47587,1.35402,1.07942,2.02315,0.000509727,0.000509727,0.000509727
84,450.745,1.26085,1.54402,1.69738,0.66091,0.74805,0.76436,0.46531,1.40524,1.13152,2.06339,0.000502394,0.000502394,0.000502394
85,456.07,1.18588,1.48132,1.63366,0.76653,0.78305,0.86508,0.61203,1.11533,0.89615,1.71276,0.000495062,0.000495062,0.000495062
86,461.377,1.15264,1.36649,1.5908,0.7757,0.7883,0.87144,0.62633,1.05657,0.87895,1.6475,0.000487729,0.000487729,0.000487729
87,466.864,1.26196,1.56139,1.69271,0.85998,0.8308,0.92697,0.62897,1.10774,0.85722,1.73146,0.000480396,0.000480396,0.000480396
88,472.2,1.15831,1.46742,1.61401,0.86222,0.8372,0.91663,0.58574,1.2389,0.91806,1.84667,0.000473064,0.000473064,0.000473064
89,477.311,1.09762,1.46918,1.58454,0.94584,0.82449,0.93634,0.60393,1.22334,0.84567,1.78834,0.000465731,0.000465731,0.000465731
90,482.659,1.14603,1.46596,1.57591,0.81625,0.7908,0.90662,0.6015,1.18376,0.90181,1.74394,0.000458399,0.000458399,0.000458399
91,487.991,1.11582,1.41691,1.60433,0.75312,0.80868,0.91003,0.62165,1.10511,0.88551,1.69586,0.000451066,0.000451066,0.000451066
92,493.177,1.14919,1.36765,1.56823,0.78082,0.78834,0.89096,0.59997,1.12012,0.93485,1.72536,0.000443733,0.000443733,0.000443733
93,498.385,1.15842,1.5276,1.6227,0.7191,0.74288,0.84602,0.56047,1.1673,0.97874,1.82263,0.000436401,0.000436401,0.000436401
94,503.687,1.09828,1.47305,1.56541,0.82617,0.83628,0.92168,0.60202,1.21056,0.82656,1.85378,0.000429068,0.000429068,0.000429068
95,508.768,1.04539,1.39384,1.52544,0.92919,0.89599,0.95736,0.65074,1.13023,0.75274,1.72147,0.000421736,0.000421736,0.000421736
96,514.268,1.11691,1.43111,1.58017,0.90982,0.92636,0.95897,0.66655,1.10363,0.74585,1.68355,0.000414403,0.000414403,0.000414403
97,519.456,1.11366,1.37818,1.5978,0.87216,0.89065,0.96163,0.67581,1.10976,0.78018,1.66662,0.00040707,0.00040707,0.00040707
98,524.643,1.10964,1.31619,1.60003,0.82499,0.86431,0.93261,0.64763,1.11428,0.87597,1.67821,0.000399738,0.000399738,0.000399738
99,530.005,1.09829,1.35452,1.58548,0.80086,0.88386,0.93292,0.6339,1.18889,0.80215,1.76286,0.000392405,0.000392405,0.000392405
100,535.182,1.17071,1.4114,1.63097,0.80001,0.91785,0.93503,0.62061,1.22547,0.79864,1.81579,0.000385073,0.000385073,0.000385073
101,540.392,1.09664,1.42364,1.55132,0.91485,0.92797,0.9708,0.62317,1.26999,0.75683,1.92058,0.00037774,0.00037774,0.00037774
102,545.56,1.09865,1.29313,1.57469,0.90956,0.94343,0.97105,0.63021,1.25307,0.72808,1.92117,0.000370407,0.000370407,0.000370407
103,550.675,1.09281,1.27827,1.57827,0.92488,0.91324,0.96736,0.61875,1.26105,0.7006,1.9137,0.000363075,0.000363075,0.000363075
104,555.742,1.17393,1.28213,1.61859,0.93509,0.89462,0.96794,0.63054,1.25797,0.7009,1.88284,0.000355742,0.000355742,0.000355742
105,561.013,1.04556,1.24096,1.50415,0.88272,0.91449,0.96814,0.67089,1.07463,0.72556,1.65837,0.00034841,0.00034841,0.00034841
106,566.144,1.13401,1.36437,1.60611,0.91464,0.91734,0.96907,0.66886,1.08999,0.71031,1.66765,0.000341077,0.000341077,0.000341077
107,571.435,1.12107,1.29507,1.59786,0.91766,0.90418,0.96595,0.62843,1.24489,0.75746,1.82639,0.000333744,0.000333744,0.000333744
108,576.579,1.12351,1.26101,1.59684,0.94063,0.85043,0.95916,0.6302,1.19714,0.75577,1.77047,0.000326412,0.000326412,0.000326412
109,581.671,1.07255,1.22166,1.56673,0.80114,0.92668,0.94494,0.68379,1.00084,0.74344,1.57779,0.000319079,0.000319079,0.000319079
110,586.721,0.97572,1.22545,1.48359,0.88687,0.86003,0.9506,0.70329,0.96585,0.73491,1.54366,0.000311747,0.000311747,0.000311747
111,591.893,0.95439,1.13611,1.48508,0.93314,0.89131,0.97066,0.68016,1.03408,0.64241,1.59852,0.000304414,0.000304414,0.000304414
112,596.944,1.06993,1.31697,1.52657,0.90777,0.90573,0.9719,0.67087,1.07994,0.64113,1.64725,0.000297081,0.000297081,0.000297081
113,602.026,1.07202,1.30799,1.52717,0.84554,0.96998,0.97718,0.68409,1.05122,0.62419,1.61664,0.000289749,0.000289749,0.000289749
114,607.129,1.14754,1.29004,1.5579,0.86727,0.93493,0.97627,0.69226,1.04121,0.62411,1.61471,0.000282416,0.000282416,0.000282416
115,612.062,1.10425,1.24765,1.56819,0.91169,0.93208,0.97979,0.68199,1.07245,0.62455,1.66988,0.000275084,0.000275084,0.000275084
116,617.286,1.02405,1.18052,1.53476,0.90146,0.94469,0.97824,0.67312,1.1114,0.6346,1.72742,0.000267751,0.000267751,0.000267751
117,622.65,1.01559,1.16977,1.48186,0.94679,0.92717,0.98591,0.659,1.16222,0.62168,1.78563,0.000260418,0.000260418,0.000260418
118,627.789,1.07888,1.12084,1.52048,0.94683,0.93231,0.98418,0.6733,1.12912,0.61126,1.73189,0.000253086,0.000253086,0.000253086
119,633.044,0.9935,1.1567,1.44569,0.98677,0.94639,0.98843,0.71338,1.02272,0.56749,1.58016,0.000245753,0.000245753,0.000245753
120,638.25,1.07549,1.23472,1.55902,0.97851,0.95328,0.98894,0.72185,1.01236,0.55925,1.5636,0.000238421,0.000238421,0.000238421
121,643.392,0.99309,1.11099,1.47358,0.9618,0.94078,0.984,0.6883,1.08453,0.60763,1.64923,0.000231088,0.000231088,0.000231088
122,648.786,1.00784,1.22627,1.50477,0.97905,0.94015,0.98572,0.67057,1.1396,0.6196,1.70609,0.000223755,0.000223755,0.000223755
123,653.849,1.05321,1.17853,1.50971,0.96227,0.94579,0.9795,0.67295,1.11265,0.60561,1.68652,0.000216423,0.000216423,0.000216423
124,658.838,0.95565,1.02242,1.41842,0.98008,0.96044,0.9866,0.70219,1.05762,0.58492,1.64756,0.00020909,0.00020909,0.00020909
125,663.858,1.0094,1.17827,1.53365,0.97504,0.94727,0.98693,0.71406,1.0057,0.56899,1.61295,0.000201758,0.000201758,0.000201758
126,668.849,0.95678,1.16047,1.46319,0.97669,0.92076,0.98567,0.69554,1.04594,0.5797,1.66196,0.000194425,0.000194425,0.000194425
127,674.045,1.06653,1.26303,1.53208,0.85572,0.9596,0.97163,0.6636,1.12168,0.62173,1.73908,0.000187092,0.000187092,0.000187092
128,679.139,1.04618,1.16413,1.52568,0.92347,0.87953,0.96633,0.66296,1.10401,0.63727,1.71652,0.00017976,0.00017976,0.00017976
129,684.22,0.93164,1.0496,1.42929,0.96196,0.93558,0.98491,0.71665,0.99334,0.5625,1.58166,0.000172427,0.000172427,0.000172427
130,689.379,1.00551,1.04895,1.52065,0.96084,0.96719,0.98583,0.73228,0.94369,0.54924,1.52399,0.000165095,0.000165095,0.000165095
131,694.63,1.04057,1.06958,1.46662,0.97206,0.96651,0.98891,0.7434,0.93158,0.52853,1.50865,0.000157762,0.000157762,0.000157762
132,699.879,1.07015,1.16848,1.52521,0.97017,0.96587,0.99061,0.73102,0.95345,0.52769,1.53951,0.000150429,0.000150429,0.000150429
133,705.059,0.95665,1.06055,1.47655,0.97301,0.95866,0.99018,0.71235,1.003,0.52638,1.60708,0.000143097,0.000143097,0.000143097
134,709.938,0.97593,0.99325,1.42333,0.98515,0.95627,0.99015,0.71558,0.9914,0.52518,1.59143,0.000135764,0.000135764,0.000135764
135,715.14,0.95621,1.14032,1.44518,0.96951,0.96992,0.98826,0.73614,0.92675,0.52493,1.51797,0.000128432,0.000128432,0.000128432
136,720.448,1.02863,1.17808,1.55318,0.96038,0.96438,0.98703,0.7405,0.89977,0.53507,1.48578,0.000121099,0.000121099,0.000121099
137,725.413,0.93879,1.0534,1.4411,0.96986,0.95428,0.98648,0.74952,0.89293,0.53934,1.46666,0.000113766,0.000113766,0.000113766
138,730.631,1.0059,1.07932,1.45543,0.98303,0.95285,0.98899,0.75243,0.89248,0.52751,1.46085,0.000106434,0.000106434,0.000106434
139,735.762,0.96417,1.0135,1.49203,0.94803,0.9956,0.99448,0.74615,0.92267,0.51965,1.48872,9.91012e-05,9.91012e-05,9.91012e-05
140,740.776,0.99789,1.16938,1.48953,0.95808,0.9954,0.995,0.73852,0.94085,0.5212,1.50703,9.17686e-05,9.17686e-05,9.17686e-05
141,745.738,0.69764,0.96238,1.39068,0.95712,0.97846,0.99456,0.74224,0.96748,0.52257,1.53229,8.4436e-05,8.4436e-05,8.4436e-05
142,750.502,0.75029,0.9839,1.38042,0.95248,0.98947,0.99479,0.73831,0.98013,0.52399,1.54827,7.71034e-05,7.71034e-05,7.71034e-05
143,755.393,0.69382,0.8615,1.32052,0.97687,0.97678,0.99459,0.74685,0.95489,0.51786,1.50813,6.97708e-05,6.97708e-05,6.97708e-05
144,760.219,0.71783,0.78873,1.37585,0.97788,0.98233,0.99459,0.74909,0.9312,0.51658,1.47668,6.24382e-05,6.24382e-05,6.24382e-05
145,764.981,0.72625,0.78574,1.3982,0.98389,0.97121,0.99423,0.75109,0.90935,0.50715,1.44162,5.51056e-05,5.51056e-05,5.51056e-05
146,769.814,0.75797,0.73297,1.36579,0.98605,0.98082,0.99444,0.75598,0.90129,0.50252,1.4338,4.7773e-05,4.7773e-05,4.7773e-05
147,774.59,0.66771,0.64063,1.36044,0.98636,0.98019,0.99395,0.76377,0.88268,0.49807,1.41623,4.04404e-05,4.04404e-05,4.04404e-05
148,779.408,0.60151,0.83697,1.27863,0.98338,0.97294,0.99373,0.7629,0.87798,0.49624,1.40956,3.31078e-05,3.31078e-05,3.31078e-05
149,784.291,0.65081,0.55419,1.34774,0.98571,0.97358,0.99329,0.76271,0.88636,0.4984,1.41784,2.57752e-05,2.57752e-05,2.57752e-05
150,789.008,0.59976,0.57267,1.23166,0.98712,0.9819,0.9935,0.76223,0.88778,0.49682,1.41872,1.84426e-05,1.84426e-05,1.84426e-05
